85910	89488
85910	89944
85910	109537
85910	294789
85910	358175
85910	584204
85910	264353
85910	534900
85910	608247
85910	92652
85910	218606
85913	90317
85913	121235
85913	91493
85913	92602
85913	94793
85913	95897
85913	97832
85913	98747
85913	129603
85913	134974
85913	141832
85913	175247
85913	193617
85913	208955
85913	231917
85913	496308
85913	319464
85913	421548
85913	279408
85913	631347
85913	341990
85931	261967
85936	455257
86002	91961
86002	101592
86002	146715
86002	160008
86002	163002
86002	583913
86002	177612
86002	185141
86002	220014
86002	220747
86002	233753
86002	271311
86002	286278
86002	294797
86002	296820
86002	299597
86002	310719
86002	461516
86002	472157
86002	622209
86002	674424
86002	688273
86021	448740
86021	633843
86116	416625
86116	635441
86116	749224
86116	90701
86116	140862
86116	604472
86137	627056
86137	673806
86137	90266
86137	645777
86137	697734
86137	718063
86210	519215
86210	598203
86210	395411
86210	659599
86210	570753
86210	560732
86210	206173
86210	756152
86210	211897
86210	472205
86210	104634
86210	216602
86212	683912
86243	279710
86243	546513
86314	505088
86330	592795
86330	656523
86390	349574
86390	394860
86390	631444
86390	234396
86390	359022
86390	585694
86390	688661
86390	291390
86390	504477
86390	103308
86390	271627
86390	742915
86390	164793
86390	415373
86390	395443
86390	287063
86390	87255
86396	301343
86396	344576
86396	254492
86469	409220
86490	255261
86490	679541
86490	147856
86496	753647
86496	234226
86496	338741
86496	770201
86496	267505
86572	598108
86652	302100
86652	429109
86652	141112
86652	695945
86652	252636
86662	86927
86662	123182
86662	128962
86662	129329
86662	147646
86662	165488
86662	182328
86662	188062
86662	192004
86662	201768
86662	231913
86662	249818
86662	253504
86662	291278
86662	544990
86662	418882
86662	456663
86662	474467
86662	488760
86662	513668
86662	534686
86662	557663
86662	595964
86662	672102
86662	676002
86662	121434
86662	133227
86662	240076
86662	354317
86662	457502
86662	221122
86662	577902
86662	631347
86662	639987
86662	676286
86662	720214
86662	203687
86662	274467
86662	315662
86662	245519
86662	479990
86662	441012
86662	449385
86662	166428
86662	169512
86662	582727
86662	450226
86662	591777
86662	285104
86662	499043
86662	238546
86662	733621
86662	144530
86662	586947
86662	757659
86662	98982
86662	516230
86662	307070
86662	418217
86675	233753
86675	237784
86675	240719
86675	299597
86675	384818
86675	390305
86675	403143
86675	461516
86675	496594
86675	510068
86675	748206
86675	105872
86675	126203
86675	444210
86675	746911
86675	166428
86675	275288
86675	475881
86675	660735
86675	479178
86675	487700
86675	545660
86675	101174
86675	243706
86675	509359
86675	259899
86675	378644
86675	259461
86675	516230
86683	103470
86683	390502
86683	504368
86683	519328
86683	690914
86683	493056
86700	171236
86700	504368
86700	189265
86700	286873
86700	546513
86700	690293
86700	168565
86738	161573
86754	348286
86754	448168
86754	474467
86754	606816
86754	426902
86754	479990
86756	164382
86756	232465
86756	242650
86756	301343
86756	320395
86756	393454
86756	541568
86756	616706
86788	614984
86793	233200
86793	488760
86793	656440
86793	345622
86793	87255
86795	153903
86795	261974
86795	502947
86795	245293
