480913	7
765789	25
202859	30
167645	41
144529	54
118393	57
585693	57
678835	57
453689	57
418217	57
203318	66
398203	66
370924	71
638588	75
203318	80
620152	80
716134	80
249174	80
232111	80
295768	80
186939	80
261677	80
113796	85
674629	94
294053	112
585693	112
482097	113
369621	121
767092	121
518466	121
585693	121
180358	121
338654	131
348465	134
478279	134
102630	134
144114	134
562682	141
166058	145
313496	149
369621	149
227524	149
459686	149
484538	149
351426	149
436682	149
226906	149
278060	149
485003	149
261967	149
712072	149
432751	149
388137	149
185030	149
461204	149
702003	149
633075	149
680246	149
418217	152
96997	153
552241	153
480913	159
386123	159
471720	159
217918	160
556558	160
148590	160
190509	160
599305	160
555443	160
129565	160
680246	160
528281	160
201496	162
583667	162
562305	163
264710	163
266634	163
516090	163
750411	164
520091	164
455809	165
498444	165
510927	167
682625	167
298888	171
731544	171
529518	171
528281	171
507975	175
764240	178
724188	186
700769	186
754876	186
432751	186
592011	186
516692	186
395560	186
256444	186
529518	186
124637	186
484538	189
351426	189
638588	189
404074	189
385369	189
516090	189
728086	189
426642	189
266926	189
204918	189
650464	189
247431	189
147369	189
458134	190
367880	190
767092	190
688687	190
404074	190
351426	190
548943	190
346203	190
585693	190
185030	190
105041	194
731282	194
480913	194
402591	194
562682	194
315649	194
507211	194
281349	194
118442	194
186939	194
754876	194
369108	204
516939	235
491421	235
280148	238
132154	238
585693	240
488459	240
436682	241
736712	241
596618	241
603876	278
266158	278
232111	281
369108	281
489593	284
638588	284
356545	287
458563	287
111316	290
498668	290
352742	302
514771	312
638062	312
601827	312
754395	312
699373	312
144505	312
162396	312
513613	312
538647	312
579922	312
560863	312
756135	312
316272	312
265645	312
759881	312
712880	312
591628	312
559773	312
244455	312
331737	312
236159	312
204033	312
549741	312
551490	312
445077	312
222015	312
364515	312
205463	312
614938	312
384487	312
623688	321
712349	321
144505	321
541062	321
394244	321
352742	321
753915	321
746777	321
182141	331
90050	331
351426	331
313496	331
516898	331
294053	331
526116	331
354674	331
136171	331
731282	331
638588	331
163195	331
403812	331
590844	331
192219	331
482097	331
575775	331
570648	331
420916	331
547045	331
249818	331
687902	331
211828	331
456155	331
180358	331
769642	331
563995	331
519710	331
684208	331
753167	331
432751	331
562272	331
185030	331
239023	331
541926	331
179562	331
699691	331
225966	331
769389	331
635077	331
251969	331
638588	336
638588	338
508620	343
517824	344
157117	344
266014	376
231382	376
623688	380
529706	380
259761	388
580854	411
444895	411
162396	411
244139	411
115273	414
326420	414
762374	414
294419	414
521523	414
107806	414
252393	414
314333	414
603496	414
284045	414
121530	414
476603	414
414061	414
169417	414
655300	414
700664	414
444895	414
730085	414
270771	414
232111	414
482182	414
294932	414
509420	414
