1	976
1	45
7	428
7	83
7	688
9	0
9	192
9	516
9	341
10	878
10	775
12	83
12	148
13	357
13	574
13	432
13	45
18	869
18	432
18	288
18	88
18	45
24	476
24	652
25	45
26	116
26	841
26	927
27	110
27	45
30	307
30	770
30	98
30	273
33	116
33	875
33	841
33	74
33	927
37	912
37	869
37	288
41	357
41	976
41	45
54	288
54	23
57	869
57	570
57	288
57	45
58	307
58	928
66	857
66	808
66	587
66	305
71	878
71	775
73	280
73	808
73	587
73	47
75	808
75	587
75	795
79	230
79	587
80	226
80	432
80	45
85	357
85	976
85	45
94	357
94	574
94	144
94	45
95	196
95	45
99	456
99	31
104	248
104	45
110	317
110	79
112	878
112	775
113	45
113	547
121	809
121	587
123	456
123	867
131	428
131	83
131	348
134	428
134	83
139	110
139	45
141	547
141	196
141	45
145	476
145	652
147	688
147	83
147	428
147	576
149	456
149	332
149	856
149	45
152	587
152	112
152	826
152	454
153	775
153	904
158	509
158	382
159	375
159	192
159	906
160	921
160	456
160	545
160	562
160	659
161	1012
161	730
161	87
161	962
162	704
162	814
163	869
163	509
163	288
163	216
164	102
164	587
164	397
164	95
164	826
165	417
165	545
165	562
167	327
167	317
171	196
171	45
175	823
175	414
178	307
178	702
181	192
181	377
181	749
186	196
186	45
189	879
189	456
189	153
189	45
189	1013
190	476
190	127
190	192
190	563
194	487
194	553
194	45
204	110
204	45
208	317
208	79
211	110
211	45
217	688
217	83
217	348
217	706
220	226
220	976
220	45
232	656
232	116
232	261
233	869
233	432
233	288
233	45
235	432
235	45
237	196
237	45
238	168
238	718
238	456
238	45
239	856
239	45
240	509
240	618
241	356
241	509
245	456
245	718
251	869
251	570
251	288
251	45
256	570
256	196
256	45
260	196
260	45
275	192
275	341
278	820
278	100
278	45
281	869
281	288
283	46
283	823
283	414
284	456
284	31
287	541
287	117
287	587
290	513
290	244
290	45
295	704
295	814
302	456
302	718
304	133
304	116
304	270
311	476
311	4
312	574
312	144
312	45
314	428
314	83
316	278
316	116
316	841
316	927
316	882
320	456
320	31
321	547
321	869
321	196
321	288
321	45
323	307
323	42
331	912
331	869
331	248
331	288
331	45
336	869
336	372
336	567
336	145
336	288
337	13
337	116
337	841
337	927
338	432
338	45
343	476
343	91
344	264
344	144
344	45
349	456
349	31
353	307
353	702
353	928
353	469
355	869
355	432
355	357
355	288
355	145
355	45
356	83
356	585
359	556
359	808
359	587
363	541
363	587
366	432
366	45
369	688
369	83
369	587
369	106
370	357
370	976
370	45
373	110
373	45
376	738
376	264
376	793
376	45
377	541
377	587
380	737
380	587
380	998
388	730
388	823
388	695
392	656
392	116
392	1005
394	456
394	701
397	317
397	79
403	823
403	572
411	456
411	31
413	587
413	773
414	869
414	45
414	288
414	570
414	145
